user_input,retrieved_contexts,response,reference,answer_relevancy
What are the symptoms of Camptodactyly syndrome Guadalajara type 3 ?,[],"What are the signs and symptoms of Camptodactyly syndrome Guadalajara type 3? The Human Phenotype Ontology (HPO) provides the following list of signs and symptoms for Camptodactyly syndrome Guadalajara type 3. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use a Wikipage search to see if the list of symptoms is from a specific source. Signs and Symptoms Approximate number of patients 10% Autosomal dominant inheritance - Cleft palate - Congenital heart defect - Deafness - Epicanthus - Epiphyseal dysplasia - Epiphyseal plate calcification - Epiphyseal plate dislocation - Epiphyseal plate fusion - Epiphyseal plate fracture - Epiphyseal plate separation - Epiphyseal plate subluxation - Epiphyseal plate tenderness - Epiphyseal plate widening - Epiphyseal plate widening and thickening - Epiphyseal plate widening and thinning - Epiphyseal plate widening and thinning of the epiphysis - Epiphyseal plate widening and thinning of the metaphysis - Epiphyseal plate widening and thinning of the metaphyses - Epiphyseal plate widening and thinning of the shaft - Epiphyseal plate widening and thinning of the shaft of long bones - Epiphyseal plate","What are the signs and symptoms of Camptodactyly syndrome Guadalajara type 3? The Human Phenotype Ontology provides the following list of signs and symptoms for Camptodactyly syndrome Guadalajara type 3. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pinna - Absent phalangeal crease - Autosomal dominant inheritance - Camptodactyly - Delayed skeletal maturation - Flat face - Hypertelorism - Intellectual disability, mild - Joint contracture of the hand - Malar flattening - Micropenis - Muscular hypotonia - Nevus - Retrognathia - Short neck - Small hypothenar eminence - Small thenar eminence - Spina bifida occulta - Telecanthus - Torticollis - Webbed neck - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",0.9918391557890845
How to prevent Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,[],"Prevention of microscopic colitis includes avoiding certain foods, such as dairy products, eggs, and wheat. It also involves maintaining good nutrition and hydration.","Researchers do not know how to prevent microscopic colitis. However, researchers do believe that people who follow the recommendations of their health care provider may be able to prevent relapses of microscopic colitis.",0.8329950227632373
What is the role of interdisciplinary teams in restraint management?,[],"Interdisciplinary teams include nurses, physical therapists, occupational therapists, and social workers to ensure coordinated care for patients with restrictive conditions.",To develop alternative interventions and ensure ethical use of restraints.,0.6143909553640521
What does prolonged capillary refill indicate?,[],Prolonged capillary refill suggests poor blood flow or nerve damage in the affected area.,A capillary refill time greater than 3 seconds may indicate poor circulation or shock.,0.9244558125791371
What is (are) lymphedema-distichiasis syndrome ?,[],"Lymphedema-distichiasis syndrome is an autosomal dominant disorder characterized by progressive distichiasis, which is the loss of hair on the eyelashes. The characteristic features include progressive loss of eyelashes in both eyes; eyelid edema; and progressive skin changes that affect the face, trunk, and extremities. The exact cause of this condition is unknown. Treatment may involve surgery to remove affected eyelashes or other cosmetic procedures.","Lymphedema-distichiasis syndrome is a condition that affects the normal function of the lymphatic system, which is a part of the circulatory and immune systems. The lymphatic system produces and transports fluids and immune cells throughout the body. People with lymphedema-distichiasis syndrome develop puffiness or swelling (lymphedema) of the limbs, typically the legs and feet. Another characteristic of this syndrome is the growth of extra eyelashes (distichiasis), ranging from a few extra eyelashes to a full extra set on both the upper and lower lids. These eyelashes do not grow along the edge of the eyelid, but out of its inner lining. When the abnormal eyelashes touch the eyeball, they can cause damage to the clear covering of the eye (cornea). Related eye problems can include an irregular curvature of the cornea causing blurred vision (astigmatism) or scarring of the cornea. Other health problems associated with this disorder include swollen and knotted (varicose) veins, droopy eyelids (ptosis), heart abnormalities, and an opening in the roof of the mouth (a cleft palate). All people with lymphedema-distichiasis syndrome have extra eyelashes present at birth. The age of onset of lymphedema varies, but it most often begins during puberty. Males usually develop lymphedema earlier than females, but all affected individuals will develop lymphedema by the time they are in their forties.",0.8667788772534581
How does grief affect sleep patterns?,[],"Grief can disrupt sleep quality, leading to insomnia or nightmares.",Sleep disturbances such as insomnia or excessive sleep are common.,0.5681791829715027
How many people are affected by hypochromic microcytic anemia with iron overload ?,[],"Hemochromatosis is one of the most common causes of iron overload in adults, affecting about 1 in 500 to 1,000 individuals.",Hypochromic microcytic anemia with iron overload is likely a rare disorder; at least five affected families have been reported in the scientific literature.,0.6074613857531909
How does evidence-based practice influence planning?,[],It guides clinicians to use evidence-based practices that have been proven effective in treating patients.,It ensures that nursing interventions are supported by research and best practices.,0.2921825358602547
Which side effect should be monitored in a patient taking a muscarinic antagonist?,[],Dizziness or vertigo.,Urinary retention and constipation,0.3371842715501446
What are the symptoms of Pseudopelade of Brocq ?,[],"Pseudopelade of Brocq is characterized by a round, oval, or irregularly shaped swelling that appears on the skin. The swelling may be soft or hard, and it can vary in size from a few millimeters to several centimeters. It often occurs on the face, but it can also appear on other parts of the body such as the hands, feet, or genitals. The swelling may become painful when pressed or touched.","What are the signs and symptoms of Pseudopelade of Brocq? The Human Phenotype Ontology provides the following list of signs and symptoms for Pseudopelade of Brocq. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Alopecia 90% Hypertrichosis 90% Lichenification 90% Skin ulcer 50% Abnormality of the nail 7.5% Aplasia/Hypoplasia of the eyebrow 7.5% Cheilitis 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",0.703243268190297
What is palpation in a physical exam?,[],Palliation of a patient's skin or organ function by pressing on it with a finger.,"Palpation is using touch to evaluate size, location, or tenderness of organs.",0.49841629971035056
What is (are) Cluttering ?,[],"Cluttering refers to the accumulation of unnecessary items in one's home or office. It can be caused by various factors such as cluttered storage, overstocking, or lack of organization. Clutter can lead to mental health issues like anxiety and depression, financial stress, and decreased productivity.","Cluttering is a disorder that affects the way a person speaks. It is characterized by a rapid speaking rate and inability to maintain normally expected sound, syllable, phrase, and pausing patterns while speaking. Other symptoms may include stuttering; language or phonological errors (problems organizing sounds); and attention deficits. The disorder seems to result from disorganized speech planning, talking too fast or in spurts, or simply being unsure of what one wants to say. Therapy generally focuses on the symptoms present in each individual and may include slowing the rate of speech and clearly producing speech sounds (articulating). Articulation and language problems are often reduced if the affected individual can achieve a slower rate of speech.",0.7677944426901901
What causes IgA Nephropathy ?,[],"IgA nephropathy is caused by an autoimmune disorder in which the immune system attacks the kidneys. This condition occurs when the body's immune system mistakenly attacks its own tissues, particularly the kidney. The exact cause of this autoimmune disorder is unknown.","Scientists think that IgA nephropathy is an autoimmune kidney disease, meaning that the disease is due to the bodys immune system harming the kidneys. People with IgA nephropathy have an increased blood level of IgA that contains less of a special sugar, galactose, than normal. This galactose-deficient IgA is considered foreign by other antibodies circulating in the blood. As a result, these other antibodies attach to the galactose-deficient IgA and form a clump. This clump is also called an immune complex. Some of the clumps become stuck in the glomerulus of the nephron and cause inflammation and damage. For some people, IgA nephropathy runs in families. Scientists have recently found several genetic markers that may play a role in the development of the disease. IgA nephropathy may also be related to respiratory or intestinal infections and the immune systems response to these infections.",1.0
Why should an infant’s respiratory rate be assessed when they are at rest?,[],To ensure adequate oxygenation and prevent hypoxia.,"Crying can alter respiratory patterns, making assessment less accurate.",0.3813479683430521
What percentage of errors occur during medication administration?,[],1-2% of patients experience errors in medication administration.,Medication error rates during administration range from 8%-25%.,0.9393533682213806
What should a patient do if they sneeze or cough during the procedure?,[],"The nurse should immediately stop the procedure, assess the patient's condition, and notify the doctor if necessary.","Cover their mouth and nose with a tissue, dispose of it properly, and sanitize hands.",0.6334861258488728
What is (are) Patulous Eustachian Tube ?,[],"Patulous eustachian tube refers to an abnormal opening in the middle ear that allows fluid to leak into the middle ear. This can cause hearing loss, tinnitus, or other complications.","Patulous eustachian tube is a benign condition in which the eustachian tube stays open most of the time. The eustachian tube is the tube that runs between the middle ear and throat and regulates the ear pressure around the ear drum. Under normal circumstances, it remains closed most of the time, opening only on occasion to equalize air pressure between the middle ear and the exterior environment. Major symptoms include distorted autophony (hearing one's own voice or breathing), echoing which may interfere with speech production, wave-like sounds, and a sensation of fullness in the ear. In severe cases, vertigo and hearing loss may occur. Over time, individuals with patulous eustachian tube may develop serious and even extreme responses to the abnormal sounds and other findings. In most cases, the cause of patulous eustachian tube is unknown. Weight loss and pregnancy may be predisposing factors. Neurologic disorders that cause muscle atrophy such as stroke, multiple sclerosis, and motor neuron disease have been implicated in some cases of patulous eustachian tube. Other cases may be associated with medications such as oral contraceptives or diuretics. Other predisposing factors include fatigue, stress, anxiety, exercise, and temporomandibular joint syndrome.",0.9778858268051851
What does the 'S' in SOAPIE stand for?,[],"'S' stands for Standard Operating Procedures, which is an important part of safety protocols.","S stands for Subjective, which includes what the patient reports, such as pain levels or symptoms.",0.4893355749467535
What are the symptoms of Adult neuronal ceroid lipofuscinosis ?,[],"Symptoms of ADNC include progressive dementia, muscle weakness, and ataxia.","What are the signs and symptoms of Adult neuronal ceroid lipofuscinosis? The Human Phenotype Ontology provides the following list of signs and symptoms for Adult neuronal ceroid lipofuscinosis. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal pyramidal signs 90% Abnormality of extrapyramidal motor function 90% Behavioral abnormality 90% Developmental regression 90% Incoordination 90% Involuntary movements 90% Seizures 90% Retinopathy 7.5% Visual impairment 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",0.5063270168430837
What are the symptoms of Localized lipodystrophy ?,[],"Localized lipodystrophy is characterized by the loss of fat in the skin, particularly around the face and hands. The affected areas may appear as thin, pale, or yellowish patches. The severity of the condition can vary widely among individuals with localized lipodystrophy. Some people have only mild signs and symptoms; others experience severe, life-threatening complications.","What are the signs and symptoms of Localized lipodystrophy? The Human Phenotype Ontology provides the following list of signs and symptoms for Localized lipodystrophy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of adipose tissue 90% Cellulitis 90% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",0.7652539768058377
How does Sildenafil help in erectile dysfunction?,[],"It increases blood flow to the penis, improving sexual performance.","Sildenafil enhances blood flow to the corpus cavernosum, aiding in erection.",0.5008381449551481
"What are the symptoms of Pancreatic cancer, childhood ?",[],"Symptoms of pancreatic cancer in children include abdominal pain, vomiting, weight loss, and jaundice.","What are the signs and symptoms of Pancreatic cancer, childhood? The Human Phenotype Ontology provides the following list of signs and symptoms for Pancreatic cancer, childhood. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Neoplasm of the pancreas - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",0.9709775426905953
How can mindfulness or meditation help with pain management?,[],"Mindfulness helps reduce anxiety, depression, and stress related to chronic pain.",Mindfulness and meditation can reduce pain perception.,0.6157646338022046
How many people are affected by Buschke-Ollendorff syndrome ?,[],"Buschke-Ollendorff syndrome is an extremely rare disorder, affecting approximately 1 in 20,000 to 30,000 individuals worldwide. The exact prevalence of this condition is unknown due to its rarity.","Buschke-Ollendorff syndrome has an estimated incidence of 1 in 20,000 people worldwide.",0.0
Is hereditary hemochromatosis inherited ?,[],"Hereditary hemochromatosis is an autosomal recessive condition, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs or symptoms because the affected person has only one change in the gene.","Types 1, 2, and 3 hemochromatosis are inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. Most often, the parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene but do not show signs and symptoms of the condition. Type 4 hemochromatosis is distinguished by its autosomal dominant inheritance pattern. With this type of inheritance, one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person has one parent with the condition.",0.9072450658912761
What are the symptoms of Deafness with labyrinthine aplasia microtia and microdontia (LAMM) ?,[],"The Human Phenotype Ontology provides the following information about LAMM: The human phenotype described as ""deafness with labyrinthine aplasia microtia and microdontia"" is characterized by hearing loss, bilateral microtia (a small opening in the roof of the mouth), and microdontia (small teeth).","What are the signs and symptoms of Deafness with labyrinthine aplasia microtia and microdontia (LAMM)? The Human Phenotype Ontology provides the following list of signs and symptoms for Deafness with labyrinthine aplasia microtia and microdontia (LAMM). If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the cranial nerves 90% Microdontia 90% Abnormality of the nares 50% Long face 50% Pointed chin 50% Wide nasal bridge 50% Abnormal nasal morphology 7.5% Anterior creases of earlobe 7.5% Hypermetropia 7.5% Hypertelorism 7.5% Increased number of teeth 7.5% Preauricular skin tag 7.5% Reduced number of teeth 7.5% Strabismus 7.5% Synophrys 7.5% Tall stature 7.5% Anteverted ears - Aplasia of the inner ear - Autosomal recessive inheritance - Conical tooth - Delayed gross motor development - Microtia, first degree - Profound sensorineural hearing impairment - Skin tags - Widely spaced teeth - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",0.7998981898381872
What are pustules?,[],"Pustules are small, red bumps that form when skin is inflamed or irritated. They can be painful and may appear on any part of the body.","Pustules are fluid- or pus-filled bumps on the skin, such as those seen in acne.",1.0000000000000002
What to do for Mineral and Bone Disorder in Chronic Kidney Disease ?,[],"If you have mineral or bone disorder, your doctor may recommend treatment based on the cause of the disorder. If it is caused by kidney disease, treatment will depend on the underlying condition.","- Mineral and bone disorder in chronic kidney disease (CKD) occurs when damaged kidneys and abnormal hormone levels cause calcium and phosphorus levels in a persons blood to be out of balance. Mineral and bone disorder commonly occurs in people with CKD and affects most people with kidney failure receiving dialysis. - Chronic kidney disease is kidney damage that occurs slowly over many years, often due to diabetes or high blood pressure. Once damaged, the kidneys cant filter blood as they should. - Hormones and minerals are important because they help bones stay strong. If a persons hormones and minerals are out of balance, his or her bones can become weak and malformed. - Parathyroid hormone plays an important role in controlling calcium levels in the blood. When kidneys do not function properly, extra parathyroid hormone is released in the blood to move calcium from inside the bones into the blood. - Chronic kidney disease causes mineral and bone disorder because the kidneys do not properly balance the mineral levels in the body. The kidneys stop activating calcitriol and do not remove the phosphorus in the blood properly. - The complications of mineral and bone disorder in CKD include slowed bone growth and deformities, and heart and blood vessel problems. - Treating mineral and bone disorder in CKD includes preventing damage to bones by controlling parathyroid hormone levels through changes in eating, diet, and nutrition; medications and supplements; and dialysis. - Reducing dietary intake of phosphorus is one of the most important steps in preventing bone disease. - If diet, medications, and dialysis cant control parathyroid hormone levels, a surgeon can remove one or more of the parathyroid glands.",0.8872433533119338
What has the American Nurses Association (ANA) stated about racism?,[],"The ANA supports diversity in nursing, but it does not advocate for specific racial policies or practices.","The ANA urges nurses to speak up against racism, discrimination, and injustice in healthcare.",0.5148564731658704
What actions should be taken if the reservoir does not re-expand after being compressed?,[],"Check for air leaks, ensure proper compression technique, and consider using a different method to inflate the balloon.","Check for kinks, leaks, or suction loss and troubleshoot.",0.18341459400184887
What is (are) Mercury poisoning ?,[],"Mercury poisoning occurs when mercury enters the body through contaminated food, water, or air. Symptoms may include tremors, convulsions, muscle weakness, and difficulty breathing. Treatment typically involves removing the source of contamination and supportive care.","Mercury poisoning is a condition that occurs in people who are exposed to toxic levels of the element, mercury. There are three different forms of mercury that can cause health problems: Elemental mercury (also known as liquid mercury or quicksilver) can be found in glass thermometers, electrical switches, dental fillings and fluorescent light bulbs. This form of mercury is generally only harmful when small droplets become airborne and are inhaled. If this occurs, signs and symptoms of poisoning may include metallic taste, vomiting, difficulty breathing, coughing, and/or swollen, bleeding gums. In severe cases, long-term brain damage, permanent lung damage and even death may occur. Inorganic mercury is found in batteries, chemistry labs, and some disinfectants. This form of mercury is harmful when swallowed. Signs and symptoms of inorganic mercury poisoning vary based on the amount consumed, but may include burning in the stomach and throat; vomiting; and/or bloody diarrhea. Inorganic mercury can also affect the kidneys and brain if it enters the blood stream. Organic mercury can be found in fish. Some organisms convert fumes from burning coal into organic mercury. This form of mercury is harmful if inhaled, eaten, or placed on the skin for long periods of time. Long-term exposure to organic mercury may result in skin numbness or pain; tremor; inability to walk well; blindness; double vision; memory problems; seizures; or even death. Treatment is generally supportive and based on the signs and symptoms present in each person. Medications called chelators, which remove mercury and heavy metals from the body, are generally prescribed.",0.8863352071717481
What type of PPE should be worn for contact precautions?,[],"Gloves, goggles, and face shields.",Gloves and gown for direct patient contact.,0.4942279457763748
What does the term 'direct care intervention' refer to?,[],"A direct care intervention is a specific type of health care that focuses on improving physical function, mobility, or quality of life in patients with chronic conditions.","Interventions performed with personal contact, such as wound care and ambulation.",0.3374401569324198
What are the treatments for Progeria ?,[],"These treatments target the underlying cause of progeria, which is a genetic disorder characterized by premature aging. They include gene therapy, hormone replacement therapy (HRT), and other therapies that help slow or stop the progression of the disease.","How might progeria be treated? Management for progeria generally focuses on the signs and symptoms of the condition and may include the following: Exercise, diet modification, and medication when the lipid profile becomes abnormal Frequent small meals to maximize caloric intake Oral hydration Use of shoe pads for foot discomfort due to lack of body fat Use of sunscreen on all exposed areas of skin Nitroglycerin for angina Routine anticongestive therapy if congestive heart failure is present Statins for their putative effect on farnesylation inhibition Anticoagulation therapy if vascular blockage, transient ischemic attacks, stroke, angina, or heart attack occur Routine physical and occupational therapy to help maintain range of motion in large and small joints Although there is currently no cure for progeria, research involving treatments is ongoing and scientists have been making much progress. The results of a recently published phase II clinical trial provided preliminary evidence that lonafarnib, a farnesyltransferase inhibitor, may improve cardiovascular status, bone structure, and audiological (hearing) status in affected children. A free, full-text version of this study is available on PubMed and can be viewed by clicking here.",0.9999999999999998
What are the treatments for branchiootorenal/branchiootic syndrome ?,[],"These conditions are treated with surgery to correct the abnormal branches of the aorta, which can cause blood flow problems in the kidneys or other organs.",These resources address the diagnosis or management of branchiootorenal/branchiootic syndrome: - Gene Review: Gene Review: Branchiootorenal Spectrum Disorders - Genetic Testing Registry: Branchiootic syndrome - Genetic Testing Registry: Branchiootic syndrome 2 - Genetic Testing Registry: Branchiootic syndrome 3 - Genetic Testing Registry: Branchiootorenal syndrome 2 - Genetic Testing Registry: Melnick-Fraser syndrome - MedlinePlus Encyclopedia: Branchial Cleft Cyst - MedlinePlus Encyclopedia: End-Stage Kidney Disease These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,0.5254645212142081
What is (are) galactosemia ?,[],"Galactosemia is an inherited metabolic disorder that affects the body's ability to break down lactose, which is found in milk. People with galactosemia have difficulty digesting lactose, leading to symptoms such as diarrhea, vomiting, abdominal pain, and constipation. Galactosemia can be caused by mutations in the GALT gene or other genes involved in lactase production. Treatment may include dietary changes, medications, and sometimes surgery.","Galactosemia is a disorder that affects how the body processes a simple sugar called galactose. A small amount of galactose is present in many foods. It is primarily part of a larger sugar called lactose, which is found in all dairy products and many baby formulas. The signs and symptoms of galactosemia result from an inability to use galactose to produce energy. Researchers have identified several types of galactosemia. These conditions are each caused by mutations in a particular gene and affect different enzymes involved in breaking down galactose. Classic galactosemia, also known as type I, is the most common and most severe form of the condition. If infants with classic galactosemia are not treated promptly with a low-galactose diet, life-threatening complications appear within a few days after birth. Affected infants typically develop feeding difficulties, a lack of energy (lethargy), a failure to gain weight and grow as expected (failure to thrive), yellowing of the skin and whites of the eyes (jaundice), liver damage, and abnormal bleeding. Other serious complications of this condition can include overwhelming bacterial infections (sepsis) and shock. Affected children are also at increased risk of delayed development, clouding of the lens of the eye (cataract), speech difficulties, and intellectual disability. Females with classic galactosemia may develop reproductive problems caused by an early loss of function of the ovaries (premature ovarian insufficiency). Galactosemia type II (also called galactokinase deficiency) and type III (also called galactose epimerase deficiency) cause different patterns of signs and symptoms. Galactosemia type II causes fewer medical problems than the classic type. Affected infants develop cataracts but otherwise experience few long-term complications. The signs and symptoms of galactosemia type III vary from mild to severe and can include cataracts, delayed growth and development, intellectual disability, liver disease, and kidney problems.",0.8523423340301669
Why should patients be relaxed during reflex testing?,[],To prevent muscle spasms that could cause discomfort or injury.,Tensed muscles can inhibit reflex responses.,0.42767127938084776
Why is it important to document the urine specimen collection?,[],To ensure accurate analysis of the sample and prevent contamination.,To provide a record of the procedure and ensure proper sample tracking.,0.554431054739365
What foods can trigger bowel incontinence?,[],"High-fiber, high-protein, and spicy foods may cause constipation or exacerbate symptoms.","Alcohol, caffeine, dairy, fatty foods, spicy foods, cured meats, and artificial sweeteners.",0.71839036754099
What are the treatments for familial exudative vitreoretinopathy ?,[],"These conditions can be treated with laser photocoagulation, cryopexy, or surgery to remove the affected retina.","These resources address the diagnosis or management of familial exudative vitreoretinopathy: - Gene Review: Gene Review: Familial Exudative Vitreoretinopathy, Autosomal Dominant - Gene Review: Gene Review: NDP-Related Retinopathies - Genetic Testing Registry: Exudative vitreoretinopathy 1 - Genetic Testing Registry: Exudative vitreoretinopathy 3 - Genetic Testing Registry: Exudative vitreoretinopathy 4 - Genetic Testing Registry: Familial exudative vitreoretinopathy, X-linked These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",0.5745209679471738
What is (are) Gitelman syndrome ?,[],"Gitelman syndrome is an inherited disorder characterized by progressive cognitive decline, hearing loss, and vision problems. It affects about 1 in 50,000 people worldwide. Symptoms typically begin in childhood or adolescence and may progress over time. People with Gitelman syndrome often have difficulty learning new things and may struggle to read or write. They also may have trouble concentrating and remembering information. In some cases, they may experience memory lapses that last for days or weeks. Vision problems can include double vision, blurred vision, or poor night vision. Some affected individuals may develop hearing loss that becomes more severe as the disease progresses. The cause of Gitelman syndrome is unknown. Treatment is supportive and focused on improving quality of life.","Gitelman syndrome is a kidney disorder that causes an imbalance of charged atoms (ions) in the body, including ions of potassium, magnesium, and calcium. The signs and symptoms of Gitelman syndrome usually appear in late childhood or adolescence. Common features of this condition include painful muscle spasms (tetany), muscle weakness or cramping, dizziness, and salt craving. Also common is a tingling or prickly sensation in the skin (paresthesias), most often affecting the face. Some individuals with Gitelman syndrome experience excessive tiredness (fatigue), low blood pressure, and a painful joint condition called chondrocalcinosis. Studies suggest that Gitelman syndrome may also increase the risk of a potentially dangerous abnormal heart rhythm called ventricular arrhythmia. The signs and symptoms of Gitelman syndrome vary widely, even among affected members of the same family. Most people with this condition have relatively mild symptoms, although affected individuals with severe muscle cramping, paralysis, and slow growth have been reported.",0.7681185059607679
What are the complications of Knee Replacement ?,[],"Complications of knee replacement include infection, bleeding, blood clots, nerve damage, and joint stiffness.","To reduce the risk of clots, your doctor may have you elevate your leg periodically and prescribe special exercises, support hose, or blood thinners. To reduce the risk of infection, your doctor may prescribe antibiotics for you to take prior to your surgery and for a short time afterward.",1.0000000000000002
Who is responsible for analyzing assessment data?,[],The nurse or other healthcare professional who interprets the results of the assessment.,"The RN is responsible for analyzing assessment data, while LPN/VNs report new or concerning data to the RN for follow-up.",0.7166802607994069
